layer,x1_mm,y1_mm,x2_mm,y2_mm,width_mm,length_mm,net
B.Cu,112.6,142.75,108.75,142.75,0.1,3.85,SD_D3
B.Cu,112.6,143.85,112.75,144.0,0.1,0.21,SD_D3
B.Cu,150.854,156.646,152.5,155.0,0.1,2.33,SD_D3
B.Cu,117.146,156.646,117.25,156.646,0.1,0.1,SD_D3
B.Cu,112.589,149.14,106.225,149.14,0.2,6.36,SD_D0
B.Cu,115.25,148.25,115.25,157.25,0.2,9.0,SD_D0
B.Cu,151.584,157.599,152.216,156.966,0.2,0.89,SD_D0
B.Cu,115.0,148.0,115.25,148.25,0.2,0.35,SD_D0
B.Cu,106.225,149.14,106.19,149.105,0.2,0.05,SD_D0
B.Cu,112.589,149.14,112.589,148.661,0.2,0.48,SD_D0
B.Cu,112.589,148.661,113.25,148.0,0.2,0.93,SD_D0
B.Cu,152.216,156.966,152.533,156.65,0.2,0.45,SD_D0
B.Cu,115.599,157.599,116.5,157.599,0.2,0.9,SD_D0
B.Cu,116.5,157.599,151.584,157.599,0.2,35.08,SD_D0
B.Cu,152.533,156.65,185.25,156.65,0.2,32.72,SD_D0
B.Cu,115.25,157.25,115.599,157.599,0.2,0.49,SD_D0
B.Cu,116.697,156.947,117.25,156.947,0.1,0.55,SD_CMD
B.Cu,182.199,155.499,182.75,156.05,0.1,0.78,SD_CMD
B.Cu,111.489,146.139,111.5,146.15,0.2,0.02,SD_CMD
B.Cu,115.5,146.25,115.6,146.25,0.1,0.1,SD_CMD
B.Cu,152.751,155.499,182.199,155.499,0.1,29.45,SD_CMD
B.Cu,117.25,156.947,151.303,156.947,0.1,34.05,SD_CMD
B.Cu,152.5,155.75,152.751,155.499,0.1,0.35,SD_CMD
B.Cu,151.303,156.947,152.5,155.75,0.1,1.69,SD_CMD
B.Cu,112.589,145.239,111.489,145.239,0.2,1.1,SD_CMD
B.Cu,116.5,156.75,116.697,156.947,0.1,0.28,SD_CMD
B.Cu,110.955,144.705,106.19,144.705,0.2,4.77,SD_CMD
B.Cu,116.5,156.0,116.5,156.75,0.1,0.75,SD_CMD
B.Cu,111.489,145.239,110.955,144.705,0.2,0.75,SD_CMD
B.Cu,116.5,147.15,116.5,156.0,0.1,8.85,SD_CMD
B.Cu,115.6,146.25,116.5,147.15,0.1,1.27,SD_CMD
B.Cu,111.489,145.239,111.489,146.139,0.2,0.9,SD_CMD
B.Cu,149.5,158.0,151.75,158.0,0.2,2.25,SD_D1
B.Cu,112.585,150.785,112.585,157.085,0.2,6.3,SD_D1
B.Cu,112.585,150.785,112.005,150.205,0.2,0.82,SD_D1
B.Cu,112.585,157.085,113.5,158.0,0.2,1.29,SD_D1
B.Cu,112.005,150.205,106.19,150.205,0.2,5.81,SD_D1
B.Cu,151.75,158.0,152.5,157.25,0.2,1.06,SD_D1
B.Cu,113.5,158.0,149.5,158.0,0.2,36.0,SD_D1
B.Cu,152.5,157.25,187.5,157.25,0.2,35.0,SD_D1
B.Cu,149.916,159.084,149.916,160.62,0.1,1.54,AUDIO_OUT_R
B.Cu,94.084,159.084,92.5,157.5,0.1,2.24,AUDIO_OUT_R
B.Cu,209.0,161.25,206.25,158.5,0.1,3.89,AUDIO_OUT_R
B.Cu,150.5,158.5,149.916,159.084,0.1,0.83,AUDIO_OUT_R
B.Cu,206.25,158.5,150.5,158.5,0.1,55.75,AUDIO_OUT_R
B.Cu,97.25,159.084,94.084,159.084,0.1,3.17,AUDIO_OUT_R
B.Cu,149.916,159.084,109.25,159.084,0.1,40.67,AUDIO_OUT_R
B.Cu,210.25,161.25,209.0,161.25,0.1,1.25,AUDIO_OUT_R
B.Cu,216.85,78.5,218.25,78.5,0.2,1.4,island_011
B.Cu,218.25,78.5,219.0,79.25,0.2,1.06,island_011
B.Cu,216.925,74.5,216.925,76.4,0.2,1.9,island_011
B.Cu,216.925,76.4,216.825,76.5,0.2,0.14,island_011
B.Cu,218.27,87.23,215.06,87.23,0.2,3.21,island_011
B.Cu,216.825,76.5,216.825,78.475,0.2,1.97,island_011
B.Cu,216.825,78.475,216.85,78.5,0.2,0.04,island_011
B.Cu,219.0,79.25,219.0,86.5,0.2,7.25,island_011
B.Cu,219.0,86.5,218.27,87.23,0.2,1.03,island_011
B.Cu,214.925,84.765,215.08,84.92,0.2,0.22,island_012
B.Cu,214.75,78.75,214.925,78.925,0.2,0.25,island_012
B.Cu,214.75,78.5,214.75,78.75,0.2,0.25,island_012
B.Cu,214.925,78.925,214.925,81.75,0.2,2.83,island_012
B.Cu,214.925,81.75,214.925,84.765,0.2,3.02,island_012
B.Cu,215.175,70.575,215.5,70.25,0.2,0.46,island_013
B.Cu,215.175,76.5,215.175,70.575,0.2,5.92,island_013
B.Cu,205.675,80.0,205.675,70.425,0.2,9.58,island_014
B.Cu,218.575,74.5,218.575,70.325,0.2,4.17,island_014
B.Cu,216.25,68.0,206.5,68.0,0.2,9.75,island_014
B.Cu,205.675,70.425,205.5,70.25,0.2,0.25,island_014
B.Cu,206.5,68.0,205.5,69.0,0.2,1.41,island_014
B.Cu,205.5,69.0,205.5,70.25,0.2,1.25,island_014
B.Cu,218.575,70.325,216.25,68.0,0.2,3.29,island_014
B.Cu,210.0,150.5,210.0,150.171,0.1,0.33,USART1_RX
B.Cu,208.0,94.0,208.0,93.25,0.1,0.75,USART1_RX
B.Cu,209.398,150.648,209.547,150.5,0.1,0.21,USART1_RX
B.Cu,208.0,93.25,207.825,93.075,0.1,0.25,USART1_RX
B.Cu,168.875,150.449,169.671,151.245,0.1,1.13,USART1_RX
B.Cu,209.547,150.5,210.0,150.5,0.1,0.45,USART1_RX
B.Cu,210.0,150.171,210.0,149.6,0.1,0.57,USART1_RX
B.Cu,224.848,97.05,208.05,97.05,0.1,16.8,USART1_RX
B.Cu,160.25,150.5,160.301,150.449,0.1,0.07,USART1_RX
B.Cu,160.301,150.449,168.875,150.449,0.1,8.57,USART1_RX
B.Cu,207.825,93.075,207.825,92.0,0.1,1.08,USART1_RX
B.Cu,207.88,91.945,207.825,92.0,0.2,0.08,USART1_RX
B.Cu,208.802,151.245,209.398,150.648,0.1,0.84,USART1_RX
B.Cu,169.671,151.245,208.802,151.245,0.1,39.13,USART1_RX
B.Cu,207.88,89.52,207.88,91.945,0.2,2.42,USART1_RX
B.Cu,208.05,97.05,208.0,97.0,0.1,0.07,USART1_RX
B.Cu,171.15,122.387,171.95,121.587,0.1,1.13,island_015
B.Cu,222.935,156.955,222.61,157.28,0.1,0.46,island_016
B.Cu,135.564,71.787,135.352,72.0,0.1,0.3,island_017
B.Cu,135.5,73.0,138.4,73.0,0.1,2.9,island_017
B.Cu,135.352,72.0,135.352,72.852,0.1,0.85,island_017
B.Cu,170.475,122.387,171.15,122.387,0.1,0.68,island_015
B.Cu,147.376,160.62,107.37,160.62,0.1,40.01,GND/SWB/~
B.Cu,107.37,160.62,106.19,159.44,0.1,1.67,GND/SWB/~
B.Cu,171.95,121.889,171.95,121.587,0.1,0.3,island_015
B.Cu,138.4,73.0,138.5,72.9,0.1,0.14,island_017
B.Cu,222.935,157.605,222.61,157.28,0.1,0.46,island_016
B.Cu,139.95,69.55,139.75,69.75,0.1,0.28,island_018
B.Cu,207.88,87.23,207.9,87.25,0.1,0.03,island_019
B.Cu,178.125,118.955,178.955,118.955,0.1,0.83,island_020
B.Cu,139.95,68.255,139.95,69.5,0.1,1.25,island_018
B.Cu,106.19,159.44,106.19,151.155,0.1,8.28,GND/SWB/~
B.Cu,173.425,122.787,172.848,122.787,0.1,0.58,island_015
B.Cu,224.76,157.605,222.935,157.605,0.1,1.82,island_016
B.Cu,133.55,68.255,133.005,68.255,0.1,0.54,island_021
B.Cu,224.76,156.955,222.935,156.955,0.1,1.82,island_016
B.Cu,133.005,68.255,132.43,67.68,0.1,0.81,island_021
B.Cu,135.352,72.852,135.5,73.0,0.1,0.21,island_017
B.Cu,172.848,122.787,171.95,121.889,0.1,1.27,island_015
B.Cu,136.275,71.787,135.564,71.787,0.1,0.71,island_017
B.Cu,170.475,121.587,171.95,121.587,0.1,1.47,island_015
B.Cu,207.9,87.25,209.75,87.25,0.1,1.85,island_019
B.Cu,173.425,121.587,171.95,121.587,0.1,1.47,island_015
B.Cu,173.425,122.787,173.425,123.425,0.1,0.64,island_015
B.Cu,173.425,123.425,173.5,123.5,0.1,0.11,island_015
B.Cu,106.19,145.805,108.555,145.805,0.2,2.36,+3V3_D
B.Cu,169.25,84.75,169.25,86.712,0.2,1.96,+3V3_D
B.Cu,120.0,147.5,136.0,147.5,0.1,16.0,+3V3_D
B.Cu,114.25,143.0,114.239,143.011,0.1,0.01,+3V3_D
B.Cu,205.25,84.92,192.67,84.92,0.1,12.58,+3V3_D
B.Cu,190.25,117.5,190.01,117.26,0.1,0.34,+3V3_D
B.Cu,192.15,77.625,192.025,77.75,0.2,0.18,+3V3_D
B.Cu,165.5,84.75,169.25,84.75,0.1,3.75,+3V3_D
B.Cu,119.0,146.5,120.0,147.5,0.1,1.41,+3V3_D
B.Cu,192.15,76.0,192.15,77.625,0.2,1.62,+3V3_D
B.Cu,109.5,146.75,114.239,146.75,0.2,4.74,+3V3_D
B.Cu,114.235,149.144,114.239,149.14,0.2,0.01,+3V3_D
B.Cu,114.235,150.785,114.235,149.144,0.2,1.64,+3V3_D
B.Cu,114.241,142.741,114.25,142.75,0.1,0.01,+3V3_D
B.Cu,192.0,84.25,174.0,84.25,0.1,18.0,+3V3_D
B.Cu,114.239,149.14,114.239,146.75,0.2,2.39,+3V3_D
B.Cu,189.5,120.75,187.5,120.75,0.1,2.0,+3V3_D
B.Cu,119.0,141.0,119.0,146.5,0.1,5.5,+3V3_D
B.Cu,205.75,92.0,205.25,91.5,0.1,0.71,+3V3_D
B.Cu,114.239,143.011,114.239,145.239,0.1,2.23,+3V3_D
B.Cu,108.555,145.805,109.5,146.75,0.2,1.34,+3V3_D
B.Cu,114.241,140.25,118.25,140.25,0.1,4.01,+3V3_D
B.Cu,207.89,84.92,205.25,84.92,0.1,2.64,+3V3_D
B.Cu,137.25,146.25,137.25,145.75,0.1,0.5,+3V3_D
B.Cu,136.0,147.5,137.25,146.25,0.1,1.77,+3V3_D
B.Cu,205.25,91.5,205.25,84.92,0.1,6.58,+3V3_D
B.Cu,192.025,79.475,192.025,77.75,0.1,1.72,+3V3_D
B.Cu,169.25,86.712,169.213,86.75,0.2,0.05,+3V3_D
B.Cu,168.612,121.987,170.475,121.987,0.1,1.86,+3V3_D
B.Cu,114.25,142.75,114.25,143.0,0.1,0.25,+3V3_D
B.Cu,114.241,140.25,114.241,142.741,0.1,2.49,+3V3_D
B.Cu,206.175,92.0,205.75,92.0,0.1,0.42,+3V3_D
B.Cu,190.01,117.26,178.15,117.26,0.1,11.86,+3V3_D
B.Cu,192.0,79.5,192.025,79.475,0.1,0.04,+3V3_D
B.Cu,118.75,140.75,119.0,141.0,0.1,0.35,+3V3_D
B.Cu,192.0,84.25,192.0,79.5,0.1,4.75,+3V3_D
B.Cu,168.6,122.0,168.612,121.987,0.1,0.02,+3V3_D
B.Cu,192.67,84.92,192.0,84.25,0.1,0.95,+3V3_D
B.Cu,118.25,140.25,118.75,140.75,0.1,0.71,+3V3_D
B.Cu,187.5,120.75,186.25,122.0,0.1,1.77,+3V3_D
B.Cu,114.239,146.75,114.239,145.239,0.2,1.51,+3V3_D
B.Cu,135.547,66.599,138.069,66.599,0.2,2.52,island_022
B.Cu,138.069,66.599,139.15,67.68,0.2,1.53,island_022
B.Cu,133.787,71.787,133.5,71.5,0.2,0.41,island_022
B.Cu,134.35,68.9,134.35,68.255,0.2,0.64,island_022
B.Cu,139.15,67.68,139.15,68.255,0.2,0.57,island_022
B.Cu,134.35,68.255,134.35,67.796,0.2,0.46,island_022
B.Cu,133.5,69.75,134.35,68.9,0.2,1.2,island_022
B.Cu,133.5,71.5,133.5,69.75,0.2,1.75,island_022
B.Cu,134.35,67.796,135.547,66.599,0.2,1.69,island_022
B.Cu,134.425,71.787,133.787,71.787,0.2,0.64,island_022
B.Cu,147.051,75.301,146.301,74.551,0.1,1.06,USB_IN_MCU_N
B.Cu,134.5,69.95,134.5,71.25,0.1,1.3,USB_IN_MCU_N
B.Cu,146.021,74.55,145.25,74.55,0.1,0.77,USB_IN_MCU_N
B.Cu,146.301,74.551,146.022,74.551,0.1,0.28,USB_IN_MCU_N
B.Cu,132.75,71.351,132.75,69.95,0.1,1.4,USB_IN_MCU_N
B.Cu,186.75,75.75,186.301,75.301,0.1,0.63,USB_IN_MCU_N
B.Cu,186.301,75.301,147.051,75.301,0.1,39.25,USB_IN_MCU_N
B.Cu,146.022,74.551,146.021,74.55,0.1,0.0,USB_IN_MCU_N
B.Cu,133.25,73.5,133.25,72.5,0.1,1.0,USB_IN_MCU_P
B.Cu,133.25,72.5,133.425,72.325,0.1,0.25,USB_IN_MCU_P
B.Cu,187.25,75.0,147.25,75.0,0.1,40.0,USB_IN_MCU_P
B.Cu,133.425,72.325,134.5,72.325,0.1,1.08,USB_IN_MCU_P
B.Cu,147.25,75.0,146.25,74.0,0.1,1.41,USB_IN_MCU_P
B.Cu,234.1,151.9,234.0,152.0,0.2,0.14,island_023
B.Cu,234.05,146.45,234.1,146.5,0.2,0.07,island_023
B.Cu,234.1,140.0,234.05,139.95,0.2,0.07,island_023
B.Cu,234.1,146.5,234.1,151.9,0.2,5.4,island_023
B.Cu,234.05,139.95,234.05,146.45,0.2,6.5,island_023
B.Cu,220.075,154.5,221.25,154.5,0.2,1.18,island_024
B.Cu,220.075,139.175,220.75,138.5,0.2,0.95,island_024
B.Cu,221.486,154.736,221.486,156.654,0.2,1.92,island_024
B.Cu,221.486,156.654,221.185,156.955,0.2,0.43,island_024
B.Cu,238.0,138.5,239.45,139.95,0.2,2.05,island_024
B.Cu,221.25,154.5,221.486,154.736,0.2,0.33,island_024
B.Cu,221.185,156.955,220.46,156.955,0.2,0.72,island_024
B.Cu,220.75,138.5,238.0,138.5,0.2,17.25,island_024
B.Cu,220.075,154.5,220.075,139.175,0.2,15.33,island_024
B.Cu,244.0,139.95,244.0,140.2,0.2,0.25,island_025
B.Cu,243.925,140.025,244.0,139.95,0.2,0.11,island_025
B.Cu,243.925,146.5,243.925,140.025,0.2,6.47,island_025
B.Cu,244.0,140.2,243.925,140.275,0.2,0.11,island_025
B.Cu,243.925,146.675,244.0,146.75,0.2,0.11,island_025
B.Cu,244.0,146.75,244.0,152.0,0.2,5.25,island_025
B.Cu,243.925,146.5,243.925,146.675,0.2,0.17,island_025
B.Cu,220.5,158.295,220.46,158.255,0.2,0.06,island_001
B.Cu,220.5,159.75,220.5,158.295,0.2,1.46,island_001
B.Cu,220.5,161.9,220.699,162.099,0.2,0.28,island_001
B.Cu,247.75,161.25,249.4,159.6,0.2,2.33,island_001
B.Cu,222.226,162.099,223.075,161.25,0.2,1.2,island_001
B.Cu,223.075,161.25,247.75,161.25,0.2,24.68,island_001
B.Cu,220.699,162.099,222.226,162.099,0.2,1.53,island_001
B.Cu,249.4,159.6,249.4,139.95,0.2,19.65,island_001
B.Cu,220.0,161.9,220.5,161.9,0.2,0.5,island_001
B.Cu,135.5,69.102,135.5,68.255,0.1,0.85,island_026
B.Cu,135.5,74.1,135.5,74.0,0.1,0.1,island_026
B.Cu,135.051,69.551,135.5,69.102,0.1,0.63,island_026
B.Cu,135.051,73.551,135.051,69.551,0.1,4.0,island_026
B.Cu,135.5,74.0,135.051,73.551,0.1,0.63,island_026
B.Cu,138.5,71.25,138.5,68.255,0.2,3.0,island_027
B.Cu,136.2,72.325,137.175,72.325,0.1,0.97,island_028
B.Cu,137.175,72.325,137.5,72.0,0.1,0.46,island_028
B.Cu,137.5,67.25,137.5,68.255,0.2,1.0,island_028
B.Cu,137.5,72.0,137.5,68.255,0.1,3.75,island_028
B.Cu,136.5,67.25,136.75,67.0,0.2,0.35,island_028
B.Cu,136.5,68.255,136.5,67.25,0.2,1.01,island_028
B.Cu,136.75,67.0,137.25,67.0,0.2,0.5,island_028
B.Cu,137.25,67.0,137.5,67.25,0.2,0.35,island_028
B.Cu,137.0,70.75,137.0,68.255,0.2,2.5,island_029
B.Cu,136.2,71.25,136.0,71.05,0.2,0.28,island_029
B.Cu,136.2,71.25,136.5,71.25,0.2,0.3,island_029
B.Cu,136.0,71.05,136.0,68.255,0.2,2.8,island_029
B.Cu,136.5,71.25,137.0,70.75,0.2,0.71,island_029
B.Cu,219.055,156.305,218.425,155.675,0.2,0.89,island_030
B.Cu,216.825,154.925,217.25,154.5,0.2,0.6,island_030
B.Cu,220.46,156.305,219.055,156.305,0.2,1.41,island_030
B.Cu,217.25,154.5,218.425,154.5,0.2,1.17,island_030
B.Cu,216.825,159.5,216.825,154.925,0.2,4.58,island_030
B.Cu,218.425,155.675,218.425,154.5,0.2,1.17,island_030
B.Cu,224.76,156.305,226.92,156.305,0.2,2.16,island_031
B.Cu,226.92,156.305,226.975,156.25,0.2,0.08,island_031
B.Cu,221.425,160.575,221.425,161.25,0.2,0.68,island_032
B.Cu,222.0,160.0,221.425,160.575,0.2,0.81,island_032
B.Cu,224.76,158.255,224.76,159.24,0.2,0.98,island_032
B.Cu,221.425,161.25,216.825,161.25,0.2,4.6,island_032
B.Cu,224.76,159.24,224.0,160.0,0.2,1.07,island_032
B.Cu,224.0,160.0,222.0,160.0,0.2,2.0,island_032
B.Cu,218.605,157.605,218.5,157.5,0.2,0.15,+3V3_A
B.Cu,147.376,148.376,147.376,145.38,0.2,3.0,+3V3_A
B.Cu,148.0,149.0,147.376,148.376,0.2,0.88,+3V3_A
B.Cu,220.46,157.605,218.605,157.605,0.2,1.85,+3V3_A
B.Cu,211.5,156.0,211.5,149.5,0.2,6.5,+3V3_A
B.Cu,215.0,157.525,213.025,157.525,0.2,1.98,+3V3_A
B.Cu,211.0,149.0,148.0,149.0,0.2,63.0,+3V3_A
B.Cu,213.025,157.525,211.5,156.0,0.2,2.16,+3V3_A
B.Cu,216.225,157.5,215.025,157.5,0.2,1.2,+3V3_A
B.Cu,211.5,149.5,211.0,149.0,0.2,0.71,+3V3_A
B.Cu,215.025,157.5,215.0,157.525,0.2,0.04,+3V3_A
B.Cu,215.175,159.5,211.8,159.5,0.2,3.38,island_033
B.Cu,211.8,161.25,215.175,161.25,0.2,3.38,island_034
B.Cu,153.175,138.5,151.75,138.5,0.2,1.42,island_002
B.Cu,143.0,140.5,147.55,140.5,0.1,4.55,LED_1_R
B.Cu,142.5,140.0,143.0,140.5,0.1,0.71,LED_1_R
B.Cu,142.5,137.0,142.5,140.0,0.1,3.0,LED_1_R
B.Cu,179.45,141.7,127.75,141.7,0.1,51.7,TAC_SWITCH_1
B.Cu,180.396,145.38,180.396,142.646,0.1,2.73,TAC_SWITCH_1
B.Cu,180.396,142.646,179.75,142.0,0.1,0.91,TAC_SWITCH_1
B.Cu,179.75,142.0,179.45,141.7,0.1,0.42,TAC_SWITCH_1
B.Cu,165.551,151.449,168.875,151.449,0.1,3.32,I2C_SDA
B.Cu,168.875,151.449,169.273,151.847,0.1,0.56,I2C_SDA
B.Cu,209.405,151.847,209.43,151.822,0.1,0.04,I2C_SDA
B.Cu,210.407,151.343,210.75,151.0,0.1,0.49,I2C_SDA
B.Cu,209.43,151.468,209.753,151.146,0.1,0.46,I2C_SDA
B.Cu,209.753,151.146,210.209,151.146,0.1,0.46,I2C_SDA
B.Cu,175.8,95.55,175.75,95.5,0.1,0.07,I2C_SDA
B.Cu,225.45,95.55,175.8,95.55,0.1,49.65,I2C_SDA
B.Cu,210.209,151.146,210.407,151.343,0.1,0.28,I2C_SDA
B.Cu,165.5,151.5,165.551,151.449,0.1,0.07,I2C_SDA
B.Cu,209.43,151.822,209.43,151.468,0.1,0.35,I2C_SDA
B.Cu,169.273,151.847,209.405,151.847,0.1,40.13,I2C_SDA
B.Cu,210.65,153.75,210.9,154.0,0.1,0.35,ENCR_B
B.Cu,175.25,153.75,210.65,153.75,0.1,35.4,ENCR_B
B.Cu,161.051,149.648,161.25,149.847,0.1,0.28,AUDIO_MIC_IN_R
B.Cu,169.124,149.847,169.92,150.643,0.1,1.13,AUDIO_MIC_IN_R
B.Cu,155.352,149.648,161.051,149.648,0.1,5.7,AUDIO_MIC_IN_R
B.Cu,169.92,150.643,207.323,150.643,0.1,37.4,AUDIO_MIC_IN_R
B.Cu,233.5,124.0,179.782,124.0,0.1,53.72,AUDIO_MIC_IN_R
B.Cu,155.25,149.75,155.352,149.648,0.1,0.14,AUDIO_MIC_IN_R
B.Cu,179.782,124.0,178.14,122.358,0.1,2.32,AUDIO_MIC_IN_R
B.Cu,207.323,150.643,207.572,150.394,0.1,0.35,AUDIO_MIC_IN_R
B.Cu,161.25,149.847,169.124,149.847,0.1,7.87,AUDIO_MIC_IN_R
B.Cu,187.415,126.25,210.5,126.25,0.1,23.09,TAC_SWITCH_2
B.Cu,187.165,126.5,187.415,126.25,0.1,0.35,TAC_SWITCH_2
B.Cu,177.856,145.38,177.856,143.106,0.1,2.27,ENCL_A
B.Cu,177.0,142.25,121.0,142.25,0.1,56.0,ENCL_A
B.Cu,177.25,142.5,177.0,142.25,0.1,0.35,ENCL_A
B.Cu,121.0,142.25,121.0,105.5,0.1,36.75,ENCL_A
B.Cu,121.0,105.5,120.25,104.75,0.1,1.06,ENCL_A
B.Cu,177.856,143.106,177.25,142.5,0.1,0.86,ENCL_A
B.Cu,177.75,153.0,210.9,153.0,0.1,33.15,ENCR_A
B.Cu,168.648,152.148,186.0,152.148,0.1,17.35,I2C_SCL
B.Cu,173.401,92.651,173.401,81.3,0.1,11.35,I2C_SCL
B.Cu,168.5,152.0,168.648,152.148,0.1,0.21,I2C_SCL
B.Cu,225.75,94.75,175.5,94.75,0.1,50.25,I2C_SCL
B.Cu,209.53,152.148,209.981,151.697,0.1,0.64,I2C_SCL
B.Cu,186.0,152.148,209.53,152.148,0.1,23.53,I2C_SCL
B.Cu,175.5,94.75,173.401,92.651,0.1,2.97,I2C_SCL
B.Cu,120.0,142.5,120.0,106.75,0.1,35.75,ENCL_B
B.Cu,175.316,145.38,175.316,143.066,0.1,2.31,ENCL_B
B.Cu,120.0,106.75,113.0,99.75,0.1,9.9,ENCL_B
B.Cu,175.316,143.066,175.0,142.75,0.1,0.45,ENCL_B
B.Cu,175.0,142.75,120.25,142.75,0.1,54.75,ENCL_B
B.Cu,120.25,142.75,120.0,142.5,0.1,0.35,ENCL_B
B.Cu,198.0,147.55,198.0,144.0,0.1,3.55,LED_2_R
B.Cu,199.0,147.25,199.0,144.0,0.1,3.25,LED_2_B
B.Cu,175.75,116.0,175.75,119.324,0.1,3.32,island_035
B.Cu,175.75,119.324,174.687,120.387,0.1,1.5,island_035
B.Cu,176.226,115.524,175.75,116.0,0.1,0.67,island_035
B.Cu,174.687,120.387,173.425,120.387,0.1,1.26,island_035
B.Cu,176.725,115.524,176.226,115.524,0.1,0.5,island_035
B.Cu,176.75,120.0,177.087,120.0,0.1,0.34,island_003
B.Cu,177.087,120.0,177.725,120.638,0.1,0.9,island_003
B.Cu,175.812,121.188,176.0,121.0,0.1,0.27,island_003
B.Cu,173.425,121.188,175.812,121.188,0.1,2.39,island_003
B.Cu,169.25,121.337,169.4,121.188,0.1,0.21,island_004
B.Cu,169.4,121.188,170.475,121.188,0.1,1.07,island_004
B.Cu,165.775,121.25,167.25,121.25,0.1,1.47,island_004
B.Cu,170.5,122.813,170.475,122.813,0.2,0.03,island_036
B.Cu,170.5,124.25,170.5,122.813,0.2,1.44,island_036
B.Cu,171.225,124.5,170.75,124.5,0.2,0.47,island_036
B.Cu,170.75,124.5,170.5,124.25,0.2,0.35,island_036
B.Cu,172.775,126.2,172.825,126.25,0.2,0.07,island_037
B.Cu,172.863,131.0,172.863,126.288,0.2,4.71,island_037
B.Cu,172.775,124.5,172.775,126.2,0.2,1.7,island_037
B.Cu,172.863,126.288,172.825,126.25,0.2,0.05,island_037
B.Cu,176.59,122.358,176.561,122.387,0.1,0.04,island_038
B.Cu,176.561,122.387,173.425,122.387,0.1,3.14,island_038
B.Cu,175.199,121.551,176.449,121.551,0.1,1.25,island_039
B.Cu,174.713,120.787,173.425,120.787,0.1,1.29,island_039
B.Cu,176.75,120.971,175.75,119.971,0.1,1.41,island_039
B.Cu,174.762,121.987,175.199,121.551,0.1,0.62,island_039
B.Cu,176.545,118.955,175.75,119.75,0.1,1.12,island_039
B.Cu,175.75,119.971,175.75,119.75,0.1,0.22,island_039
B.Cu,176.75,121.25,176.75,120.971,0.1,0.28,island_039
B.Cu,176.575,118.955,176.575,118.955,0.1,0.0,island_039
B.Cu,176.575,118.955,176.545,118.955,0.1,0.03,island_039
B.Cu,176.575,117.26,176.575,118.955,0.1,1.69,island_039
B.Cu,176.449,121.551,176.75,121.25,0.1,0.43,island_039
B.Cu,173.425,121.987,174.762,121.987,0.1,1.34,island_039
B.Cu,175.75,119.75,174.713,120.787,0.1,1.47,island_039
B.Cu,170.787,84.862,170.9,84.75,0.2,0.16,island_040
B.Cu,170.8,88.5,170.8,86.763,0.2,1.74,island_040
B.Cu,170.8,86.763,170.787,86.75,0.2,0.02,island_040
B.Cu,170.8,88.5,170.8,93.85,0.2,5.35,island_040
B.Cu,170.8,93.85,170.65,94.0,0.2,0.21,island_040
B.Cu,170.861,81.3,170.861,84.711,0.2,3.41,island_040
B.Cu,170.861,84.711,170.9,84.75,0.2,0.06,island_040
B.Cu,170.787,86.75,170.787,84.862,0.2,1.89,island_040
B.Cu,210.249,152.449,210.25,152.45,0.1,0.0,TAC_SHIFT_R
B.Cu,173.0,152.75,173.301,152.449,0.1,0.43,TAC_SHIFT_R
B.Cu,173.301,152.449,210.249,152.449,0.1,36.95,TAC_SHIFT_R
B.Cu,102.0,73.0,102.0,64.0,0.1,9.0,TAC_SHIFT_L
B.Cu,102.325,63.675,110.25,63.675,0.1,7.93,TAC_SHIFT_L
B.Cu,102.0,64.0,102.325,63.675,0.1,0.46,TAC_SHIFT_L
B.Cu,172.825,115.25,172.825,117.0,0.1,1.75,island_041
B.Cu,172.825,117.675,172.5,118.0,0.1,0.46,island_041
B.Cu,172.825,117.0,172.825,117.675,0.1,0.67,island_041
B.Cu,170.475,118.275,170.475,120.387,0.1,2.11,island_041
B.Cu,172.5,118.0,170.75,118.0,0.1,1.75,island_041
B.Cu,170.75,118.0,170.475,118.275,0.1,0.39,island_041
B.Cu,171.175,126.25,169.0,126.25,0.2,2.17,island_042
B.Cu,168.0,125.25,168.0,121.0,0.2,4.25,island_042
B.Cu,168.287,120.787,170.475,120.787,0.1,2.19,island_042
B.Cu,168.25,117.5,168.25,120.75,0.1,3.25,island_042
B.Cu,168.75,117.0,168.25,117.5,0.1,0.71,island_042
B.Cu,169.0,126.25,168.0,125.25,0.2,1.41,island_042
B.Cu,168.0,121.0,168.25,120.75,0.2,0.35,island_042
B.Cu,168.25,120.75,168.287,120.787,0.1,0.05,island_042
B.Cu,171.175,117.0,168.75,117.0,0.1,2.42,island_042
B.Cu,189.25,129.75,189.0,130.0,0.2,0.35,+9V_FILT
B.Cu,156.825,129.675,157.0,129.5,0.2,0.25,+9V_FILT
B.Cu,157.0,129.5,157.0,126.2,0.2,3.3,+9V_FILT
B.Cu,189.0,130.0,189.0,137.0,0.2,7.0,+9V_FILT
B.Cu,189.0,137.0,189.0,137.809,0.2,0.81,+9V_FILT
B.Cu,149.5,129.675,142.9,129.675,0.2,6.6,+9V_FILT
B.Cu,199.5,129.75,189.25,129.75,0.2,10.25,+9V_FILT
B.Cu,156.9,89.25,156.9,82.638,0.2,6.61,+9V_FILT
B.Cu,204.325,130.825,203.25,129.75,0.2,1.52,+9V_FILT
B.Cu,142.9,129.675,142.825,129.75,0.2,0.11,+9V_FILT
